model name,query index,type
Philosophers-PT-000005,4,AG
Philosophers-PT-000005,5,EF
Philosophers-PT-000005,6,AG
Philosophers-PT-000005,7,EF
Philosophers-PT-000005,8,AG
Philosophers-PT-000005,9,EF
Philosophers-PT-000005,10,EF
Philosophers-PT-000005,11,AG
Philosophers-PT-000005,12,AG
Philosophers-PT-000005,13,AG
Philosophers-PT-000005,14,EF
Philosophers-PT-000005,15,EF
Philosophers-PT-000005,16,EF
Philosophers-PT-000010,1,EF
Philosophers-PT-000010,2,AG
Philosophers-PT-000010,3,AG
Philosophers-PT-000010,4,AG
Philosophers-PT-000010,5,AG
Philosophers-PT-000010,6,AG
Philosophers-PT-000010,7,AG
Philosophers-PT-000010,8,AG
Philosophers-PT-000010,9,AG
Philosophers-PT-000010,10,AG
Philosophers-PT-000010,11,EF
Philosophers-PT-000010,12,AG
Philosophers-PT-000010,13,EF
Philosophers-PT-000010,14,AG
Philosophers-PT-000010,15,EF
Philosophers-PT-000010,16,EF
Philosophers-PT-000020,1,AG
Philosophers-PT-000020,2,AG
Philosophers-PT-000020,3,AG
Philosophers-PT-000020,4,AG
Philosophers-PT-000020,5,EF
Philosophers-PT-000020,6,AG
Philosophers-PT-000020,7,AG
Philosophers-PT-000020,8,AG
Philosophers-PT-000020,9,EF
Philosophers-PT-000020,10,EF
Philosophers-PT-000020,11,EF
Philosophers-PT-000020,12,AG
Philosophers-PT-000020,13,AG
Philosophers-PT-000020,14,EF
Philosophers-PT-000020,15,EF
Philosophers-PT-000020,16,EF
Philosophers-PT-000050,1,AG
Philosophers-PT-000050,2,AG
Philosophers-PT-000050,3,AG
Philosophers-PT-000050,4,EF
Philosophers-PT-000050,5,EF
Philosophers-PT-000050,6,EF
Philosophers-PT-000050,7,AG
Philosophers-PT-000050,8,EF
Philosophers-PT-000050,9,AG
Philosophers-PT-000050,10,AG
Philosophers-PT-000050,11,EF
Philosophers-PT-000050,12,AG
Philosophers-PT-000050,13,AG
Philosophers-PT-000050,14,EF
Philosophers-PT-000050,15,EF
Philosophers-PT-000050,16,AG
Philosophers-PT-000100,1,AG
Philosophers-PT-000100,2,EF
Philosophers-PT-000100,3,AG
Philosophers-PT-000100,4,EF
Philosophers-PT-000100,5,EF
Philosophers-PT-000100,6,EF
Philosophers-PT-000100,7,AG
Philosophers-PT-000100,8,AG
Philosophers-PT-000100,9,EF
Philosophers-PT-000100,10,AG
Philosophers-PT-000100,11,EF
Philosophers-PT-000100,12,AG
Philosophers-PT-000100,13,AG
Philosophers-PT-000100,14,AG
Philosophers-PT-000100,15,EF
Philosophers-PT-000100,16,AG
Philosophers-PT-000200,1,AG
Philosophers-PT-000200,2,AG
Philosophers-PT-000200,3,EF
Philosophers-PT-000200,4,AG
Philosophers-PT-000200,5,AG
Philosophers-PT-000200,6,AG
Philosophers-PT-000200,7,EF
Philosophers-PT-000200,8,EF
Philosophers-PT-000200,9,AG
Philosophers-PT-000200,10,EF
Philosophers-PT-000200,11,AG
Philosophers-PT-000200,12,EF
Philosophers-PT-000200,13,EF
Philosophers-PT-000200,14,AG
Philosophers-PT-000200,15,EF
Philosophers-PT-000200,16,EF
Philosophers-PT-000500,1,AG
Philosophers-PT-000500,2,EF
Philosophers-PT-000500,3,AG
Philosophers-PT-000500,4,EF
Philosophers-PT-000500,5,EF
Philosophers-PT-000500,6,EF
Philosophers-PT-000500,7,AG
Philosophers-PT-000500,8,AG
Philosophers-PT-000500,9,EF
Philosophers-PT-000500,10,EF
Philosophers-PT-000500,11,EF
Philosophers-PT-000500,12,EF
Philosophers-PT-000500,13,EF
Philosophers-PT-000500,14,AG
Philosophers-PT-000500,15,AG
Philosophers-PT-000500,16,AG
Philosophers-PT-001000,1,EF
Philosophers-PT-001000,2,EF
Philosophers-PT-001000,3,AG
Philosophers-PT-001000,4,AG
Philosophers-PT-001000,5,AG
Philosophers-PT-001000,6,EF
Philosophers-PT-001000,7,AG
Philosophers-PT-001000,8,AG
Philosophers-PT-001000,9,AG
Philosophers-PT-001000,10,AG
Philosophers-PT-001000,11,AG
Philosophers-PT-001000,12,EF
Philosophers-PT-001000,13,AG
Philosophers-PT-001000,14,AG
Philosophers-PT-001000,15,AG
Philosophers-PT-001000,16,EF
Philosophers-PT-002000,1,AG
Philosophers-PT-002000,2,EF
Philosophers-PT-002000,3,AG
Philosophers-PT-002000,4,AG
Philosophers-PT-002000,5,AG
Philosophers-PT-002000,6,EF
Philosophers-PT-002000,7,EF
Philosophers-PT-002000,8,AG
Philosophers-PT-002000,9,EF
Philosophers-PT-002000,10,EF
Philosophers-PT-002000,11,EF
Philosophers-PT-002000,12,AG
Philosophers-PT-002000,13,AG
Philosophers-PT-002000,14,EF
Philosophers-PT-002000,15,AG
Philosophers-PT-002000,16,EF
Philosophers-PT-005000,1,EF
Philosophers-PT-005000,2,AG
Philosophers-PT-005000,3,AG
Philosophers-PT-005000,4,AG
Philosophers-PT-005000,5,AG
Philosophers-PT-005000,6,EF
Philosophers-PT-005000,7,EF
Philosophers-PT-005000,8,EF
Philosophers-PT-005000,9,AG
Philosophers-PT-005000,10,EF
Philosophers-PT-005000,11,EF
Philosophers-PT-005000,12,EF
Philosophers-PT-005000,13,AG
Philosophers-PT-005000,14,AG
Philosophers-PT-005000,15,EF
Philosophers-PT-005000,16,EF
Philosophers-PT-010000,1,EF
Philosophers-PT-010000,2,EF
Philosophers-PT-010000,3,AG
Philosophers-PT-010000,4,AG
Philosophers-PT-010000,5,EF
Philosophers-PT-010000,6,AG
Philosophers-PT-010000,7,AG
Philosophers-PT-010000,8,EF
Philosophers-PT-010000,9,EF
Philosophers-PT-010000,10,EF
Philosophers-PT-010000,11,AG
Philosophers-PT-010000,12,AG
Philosophers-PT-010000,13,AG
Philosophers-PT-010000,14,EF
Philosophers-PT-010000,15,AG
Philosophers-PT-010000,16,AG
PhilosophersDyn-PT-03,1,AG
PhilosophersDyn-PT-03,2,AG
PhilosophersDyn-PT-03,3,AG
PhilosophersDyn-PT-03,4,EF
PhilosophersDyn-PT-03,5,EF
PhilosophersDyn-PT-03,6,AG
PhilosophersDyn-PT-03,7,AG
PhilosophersDyn-PT-03,8,EF
PhilosophersDyn-PT-03,9,EF
PhilosophersDyn-PT-03,10,EF
PhilosophersDyn-PT-03,11,EF
PhilosophersDyn-PT-03,12,EF
PhilosophersDyn-PT-03,13,EF
PhilosophersDyn-PT-03,14,AG
PhilosophersDyn-PT-03,15,EF
PhilosophersDyn-PT-03,16,EF
PhilosophersDyn-PT-10,1,EF
PhilosophersDyn-PT-10,2,AG
PhilosophersDyn-PT-10,3,EF
PhilosophersDyn-PT-10,4,AG
PhilosophersDyn-PT-10,5,EF
PhilosophersDyn-PT-10,6,EF
PhilosophersDyn-PT-10,7,AG
PhilosophersDyn-PT-10,8,EF
PhilosophersDyn-PT-10,9,EF
PhilosophersDyn-PT-10,10,EF
PhilosophersDyn-PT-10,11,EF
PhilosophersDyn-PT-10,12,EF
PhilosophersDyn-PT-10,13,EF
PhilosophersDyn-PT-10,14,EF
PhilosophersDyn-PT-10,15,EF
PhilosophersDyn-PT-10,16,EF
PhilosophersDyn-PT-20,1,EF
PhilosophersDyn-PT-20,2,EF
PhilosophersDyn-PT-20,3,AG
PhilosophersDyn-PT-20,4,AG
PhilosophersDyn-PT-20,5,AG
PhilosophersDyn-PT-20,6,AG
PhilosophersDyn-PT-20,7,AG
PhilosophersDyn-PT-20,8,AG
PhilosophersDyn-PT-20,9,EF
PhilosophersDyn-PT-20,10,AG
PhilosophersDyn-PT-20,11,EF
PhilosophersDyn-PT-20,12,AG
PhilosophersDyn-PT-20,13,AG
PhilosophersDyn-PT-20,14,EF
PhilosophersDyn-PT-20,15,AG
PhilosophersDyn-PT-20,16,EF
Planning-PT-none,1,AG
Planning-PT-none,2,EF
Planning-PT-none,3,EF
Planning-PT-none,4,EF
Planning-PT-none,5,EF
Planning-PT-none,6,AG
Planning-PT-none,7,AG
Planning-PT-none,8,AG
Planning-PT-none,9,EF
Planning-PT-none,10,AG
Planning-PT-none,11,EF
Planning-PT-none,12,AG
Planning-PT-none,13,AG
Planning-PT-none,14,AG
Planning-PT-none,15,EF
Planning-PT-none,16,AG
PolyORBLF-PT-S02J04T06,1,AG
PolyORBLF-PT-S02J04T06,2,AG
PolyORBLF-PT-S02J04T06,3,AG
PolyORBLF-PT-S02J04T06,4,AG
PolyORBLF-PT-S02J04T06,5,EF
PolyORBLF-PT-S02J04T06,6,EF
PolyORBLF-PT-S02J04T06,7,AG
PolyORBLF-PT-S02J04T06,8,EF
PolyORBLF-PT-S02J04T06,9,EF
PolyORBLF-PT-S02J04T06,10,AG
PolyORBLF-PT-S02J04T06,11,AG
PolyORBLF-PT-S02J04T06,12,AG
PolyORBLF-PT-S02J04T06,13,EF
PolyORBLF-PT-S02J04T06,14,AG
PolyORBLF-PT-S02J04T06,15,EF
PolyORBLF-PT-S02J04T06,16,EF
PolyORBLF-PT-S02J04T08,1,AG
PolyORBLF-PT-S02J04T08,2,AG
PolyORBLF-PT-S02J04T08,3,AG
PolyORBLF-PT-S02J04T08,4,EF
PolyORBLF-PT-S02J04T08,5,AG
PolyORBLF-PT-S02J04T08,6,AG
PolyORBLF-PT-S02J04T08,7,AG
PolyORBLF-PT-S02J04T08,8,AG
PolyORBLF-PT-S02J04T08,9,EF
PolyORBLF-PT-S02J04T08,10,AG
PolyORBLF-PT-S02J04T08,11,EF
PolyORBLF-PT-S02J04T08,12,AG
PolyORBLF-PT-S02J04T08,13,EF
PolyORBLF-PT-S02J04T08,14,EF
PolyORBLF-PT-S02J04T08,15,EF
PolyORBLF-PT-S02J04T08,16,AG
PolyORBLF-PT-S02J04T10,1,EF
PolyORBLF-PT-S02J04T10,2,AG
PolyORBLF-PT-S02J04T10,3,EF
PolyORBLF-PT-S02J04T10,4,EF
PolyORBLF-PT-S02J04T10,5,AG
PolyORBLF-PT-S02J04T10,6,AG
PolyORBLF-PT-S02J04T10,7,EF
PolyORBLF-PT-S02J04T10,8,AG
PolyORBLF-PT-S02J04T10,9,EF
PolyORBLF-PT-S02J04T10,10,EF
PolyORBLF-PT-S02J04T10,11,AG
PolyORBLF-PT-S02J04T10,12,AG
PolyORBLF-PT-S02J04T10,13,EF
PolyORBLF-PT-S02J04T10,14,AG
PolyORBLF-PT-S02J04T10,15,EF
PolyORBLF-PT-S02J04T10,16,EF
PolyORBLF-PT-S02J06T06,1,AG
PolyORBLF-PT-S02J06T06,2,EF
PolyORBLF-PT-S02J06T06,3,AG
PolyORBLF-PT-S02J06T06,4,AG
PolyORBLF-PT-S02J06T06,5,EF
PolyORBLF-PT-S02J06T06,6,EF
PolyORBLF-PT-S02J06T06,7,EF
PolyORBLF-PT-S02J06T06,8,EF
PolyORBLF-PT-S02J06T06,9,AG
PolyORBLF-PT-S02J06T06,10,EF
PolyORBLF-PT-S02J06T06,11,AG
PolyORBLF-PT-S02J06T06,12,EF
PolyORBLF-PT-S02J06T06,13,EF
PolyORBLF-PT-S02J06T06,14,AG
PolyORBLF-PT-S02J06T06,15,AG
PolyORBLF-PT-S02J06T06,16,EF
PolyORBLF-PT-S02J06T08,1,EF
PolyORBLF-PT-S02J06T08,2,EF
PolyORBLF-PT-S02J06T08,3,EF
PolyORBLF-PT-S02J06T08,4,EF
PolyORBLF-PT-S02J06T08,5,AG
PolyORBLF-PT-S02J06T08,6,AG
PolyORBLF-PT-S02J06T08,7,EF
PolyORBLF-PT-S02J06T08,8,EF
PolyORBLF-PT-S02J06T08,9,EF
PolyORBLF-PT-S02J06T08,10,AG
PolyORBLF-PT-S02J06T08,11,EF
PolyORBLF-PT-S02J06T08,12,AG
PolyORBLF-PT-S02J06T08,13,AG
PolyORBLF-PT-S02J06T08,14,AG
PolyORBLF-PT-S02J06T08,15,AG
PolyORBLF-PT-S02J06T08,16,AG
PolyORBLF-PT-S02J06T10,1,AG
PolyORBLF-PT-S02J06T10,2,AG
PolyORBLF-PT-S02J06T10,3,AG
PolyORBLF-PT-S02J06T10,4,AG
PolyORBLF-PT-S02J06T10,5,AG
PolyORBLF-PT-S02J06T10,6,AG
PolyORBLF-PT-S02J06T10,7,AG
PolyORBLF-PT-S02J06T10,8,EF
PolyORBLF-PT-S02J06T10,9,EF
PolyORBLF-PT-S02J06T10,10,AG
PolyORBLF-PT-S02J06T10,11,EF
PolyORBLF-PT-S02J06T10,12,EF
PolyORBLF-PT-S02J06T10,13,EF
PolyORBLF-PT-S02J06T10,14,EF
PolyORBLF-PT-S02J06T10,15,AG
PolyORBLF-PT-S02J06T10,16,EF
PolyORBLF-PT-S04J04T06,1,EF
PolyORBLF-PT-S04J04T06,2,EF
PolyORBLF-PT-S04J04T06,3,EF
PolyORBLF-PT-S04J04T06,4,AG
PolyORBLF-PT-S04J04T06,5,AG
PolyORBLF-PT-S04J04T06,6,EF
PolyORBLF-PT-S04J04T06,7,EF
PolyORBLF-PT-S04J04T06,8,AG
PolyORBLF-PT-S04J04T06,9,EF
PolyORBLF-PT-S04J04T06,10,AG
PolyORBLF-PT-S04J04T06,11,EF
PolyORBLF-PT-S04J04T06,12,EF
PolyORBLF-PT-S04J04T06,13,AG
PolyORBLF-PT-S04J04T06,14,EF
PolyORBLF-PT-S04J04T06,15,AG
PolyORBLF-PT-S04J04T06,16,AG
PolyORBLF-PT-S04J04T08,1,AG
PolyORBLF-PT-S04J04T08,2,EF
PolyORBLF-PT-S04J04T08,3,AG
PolyORBLF-PT-S04J04T08,4,AG
PolyORBLF-PT-S04J04T08,5,AG
PolyORBLF-PT-S04J04T08,6,EF
PolyORBLF-PT-S04J04T08,7,EF
PolyORBLF-PT-S04J04T08,8,AG
PolyORBLF-PT-S04J04T08,9,EF
PolyORBLF-PT-S04J04T08,10,AG
PolyORBLF-PT-S04J04T08,11,AG
PolyORBLF-PT-S04J04T08,12,AG
PolyORBLF-PT-S04J04T08,13,AG
PolyORBLF-PT-S04J04T08,14,EF
PolyORBLF-PT-S04J04T08,15,EF
PolyORBLF-PT-S04J04T08,16,AG
PolyORBLF-PT-S04J04T10,1,AG
PolyORBLF-PT-S04J04T10,2,EF
PolyORBLF-PT-S04J04T10,3,AG
PolyORBLF-PT-S04J04T10,4,EF
PolyORBLF-PT-S04J04T10,5,EF
PolyORBLF-PT-S04J04T10,6,AG
PolyORBLF-PT-S04J04T10,7,AG
PolyORBLF-PT-S04J04T10,8,EF
PolyORBLF-PT-S04J04T10,9,EF
PolyORBLF-PT-S04J04T10,10,AG
PolyORBLF-PT-S04J04T10,11,AG
PolyORBLF-PT-S04J04T10,12,EF
PolyORBLF-PT-S04J04T10,13,EF
PolyORBLF-PT-S04J04T10,14,AG
PolyORBLF-PT-S04J04T10,15,AG
PolyORBLF-PT-S04J04T10,16,EF
PolyORBLF-PT-S04J06T06,1,AG
PolyORBLF-PT-S04J06T06,2,EF
PolyORBLF-PT-S04J06T06,3,AG
PolyORBLF-PT-S04J06T06,4,EF
PolyORBLF-PT-S04J06T06,5,EF
PolyORBLF-PT-S04J06T06,6,AG
PolyORBLF-PT-S04J06T06,7,EF
PolyORBLF-PT-S04J06T06,8,EF
PolyORBLF-PT-S04J06T06,9,AG
PolyORBLF-PT-S04J06T06,10,EF
PolyORBLF-PT-S04J06T06,11,AG
PolyORBLF-PT-S04J06T06,12,AG
PolyORBLF-PT-S04J06T06,13,EF
PolyORBLF-PT-S04J06T06,14,AG
PolyORBLF-PT-S04J06T06,15,AG
PolyORBLF-PT-S04J06T06,16,EF
PolyORBLF-PT-S04J06T08,1,EF
PolyORBLF-PT-S04J06T08,2,EF
PolyORBLF-PT-S04J06T08,3,AG
PolyORBLF-PT-S04J06T08,4,AG
PolyORBLF-PT-S04J06T08,5,AG
PolyORBLF-PT-S04J06T08,6,AG
PolyORBLF-PT-S04J06T08,7,EF
PolyORBLF-PT-S04J06T08,8,EF
PolyORBLF-PT-S04J06T08,9,AG
PolyORBLF-PT-S04J06T08,10,AG
PolyORBLF-PT-S04J06T08,11,AG
PolyORBLF-PT-S04J06T08,12,EF
PolyORBLF-PT-S04J06T08,13,EF
PolyORBLF-PT-S04J06T08,14,EF
PolyORBLF-PT-S04J06T08,15,AG
PolyORBLF-PT-S04J06T08,16,EF
PolyORBLF-PT-S04J06T10,1,EF
PolyORBLF-PT-S04J06T10,2,EF
PolyORBLF-PT-S04J06T10,3,EF
PolyORBLF-PT-S04J06T10,4,AG
PolyORBLF-PT-S04J06T10,5,AG
PolyORBLF-PT-S04J06T10,6,EF
PolyORBLF-PT-S04J06T10,7,EF
PolyORBLF-PT-S04J06T10,8,AG
PolyORBLF-PT-S04J06T10,9,EF
PolyORBLF-PT-S04J06T10,10,AG
PolyORBLF-PT-S04J06T10,11,EF
PolyORBLF-PT-S04J06T10,12,AG
PolyORBLF-PT-S04J06T10,13,EF
PolyORBLF-PT-S04J06T10,14,EF
PolyORBLF-PT-S04J06T10,15,AG
PolyORBLF-PT-S04J06T10,16,EF
PolyORBLF-PT-S06J04T04,1,AG
PolyORBLF-PT-S06J04T04,2,AG
PolyORBLF-PT-S06J04T04,3,EF
PolyORBLF-PT-S06J04T04,4,EF
PolyORBLF-PT-S06J04T04,5,EF
PolyORBLF-PT-S06J04T04,6,AG
PolyORBLF-PT-S06J04T04,7,EF
PolyORBLF-PT-S06J04T04,8,AG
PolyORBLF-PT-S06J04T04,9,EF
PolyORBLF-PT-S06J04T04,10,AG
PolyORBLF-PT-S06J04T04,11,AG
PolyORBLF-PT-S06J04T04,12,AG
PolyORBLF-PT-S06J04T04,13,EF
PolyORBLF-PT-S06J04T04,14,AG
PolyORBLF-PT-S06J04T04,15,EF
PolyORBLF-PT-S06J04T04,16,EF
PolyORBLF-PT-S06J04T06,1,EF
PolyORBLF-PT-S06J04T06,2,AG
PolyORBLF-PT-S06J04T06,3,EF
PolyORBLF-PT-S06J04T06,4,AG
PolyORBLF-PT-S06J04T06,5,AG
PolyORBLF-PT-S06J04T06,6,AG
PolyORBLF-PT-S06J04T06,7,AG
PolyORBLF-PT-S06J04T06,8,AG
PolyORBLF-PT-S06J04T06,9,EF
PolyORBLF-PT-S06J04T06,10,EF
PolyORBLF-PT-S06J04T06,11,AG
PolyORBLF-PT-S06J04T06,12,AG
PolyORBLF-PT-S06J04T06,13,EF
PolyORBLF-PT-S06J04T06,14,EF
PolyORBLF-PT-S06J04T06,15,AG
PolyORBLF-PT-S06J04T06,16,EF
PolyORBLF-PT-S06J04T08,1,AG
PolyORBLF-PT-S06J04T08,2,EF
PolyORBLF-PT-S06J04T08,3,EF
PolyORBLF-PT-S06J04T08,4,EF
PolyORBLF-PT-S06J04T08,5,AG
PolyORBLF-PT-S06J04T08,6,AG
PolyORBLF-PT-S06J04T08,7,AG
PolyORBLF-PT-S06J04T08,8,EF
PolyORBLF-PT-S06J04T08,9,EF
PolyORBLF-PT-S06J04T08,10,AG
PolyORBLF-PT-S06J04T08,11,AG
PolyORBLF-PT-S06J04T08,12,EF
PolyORBLF-PT-S06J04T08,13,EF
PolyORBLF-PT-S06J04T08,14,EF
PolyORBLF-PT-S06J04T08,15,AG
PolyORBLF-PT-S06J04T08,16,EF
PolyORBLF-PT-S06J06T04,1,AG
PolyORBLF-PT-S06J06T04,2,AG
PolyORBLF-PT-S06J06T04,3,AG
PolyORBLF-PT-S06J06T04,4,EF
PolyORBLF-PT-S06J06T04,5,AG
PolyORBLF-PT-S06J06T04,6,AG
PolyORBLF-PT-S06J06T04,7,EF
PolyORBLF-PT-S06J06T04,8,AG
PolyORBLF-PT-S06J06T04,9,AG
PolyORBLF-PT-S06J06T04,10,EF
PolyORBLF-PT-S06J06T04,11,EF
PolyORBLF-PT-S06J06T04,12,EF
PolyORBLF-PT-S06J06T04,13,AG
PolyORBLF-PT-S06J06T04,14,EF
PolyORBLF-PT-S06J06T04,15,EF
PolyORBLF-PT-S06J06T04,16,AG
PolyORBLF-PT-S06J06T06,1,EF
PolyORBLF-PT-S06J06T06,2,AG
PolyORBLF-PT-S06J06T06,3,EF
PolyORBLF-PT-S06J06T06,4,AG
PolyORBLF-PT-S06J06T06,5,AG
PolyORBLF-PT-S06J06T06,6,EF
PolyORBLF-PT-S06J06T06,7,EF
PolyORBLF-PT-S06J06T06,8,EF
PolyORBLF-PT-S06J06T06,9,EF
PolyORBLF-PT-S06J06T06,10,EF
PolyORBLF-PT-S06J06T06,11,EF
PolyORBLF-PT-S06J06T06,12,EF
PolyORBLF-PT-S06J06T06,13,EF
PolyORBLF-PT-S06J06T06,14,EF
PolyORBLF-PT-S06J06T06,15,EF
PolyORBLF-PT-S06J06T06,16,AG
PolyORBLF-PT-S06J06T08,1,AG
PolyORBLF-PT-S06J06T08,2,AG
PolyORBLF-PT-S06J06T08,3,EF
PolyORBLF-PT-S06J06T08,4,EF
PolyORBLF-PT-S06J06T08,5,AG
PolyORBLF-PT-S06J06T08,6,EF
PolyORBLF-PT-S06J06T08,7,AG
PolyORBLF-PT-S06J06T08,8,AG
PolyORBLF-PT-S06J06T08,9,AG
PolyORBLF-PT-S06J06T08,10,AG
PolyORBLF-PT-S06J06T08,11,AG
PolyORBLF-PT-S06J06T08,12,EF
PolyORBLF-PT-S06J06T08,13,EF
PolyORBLF-PT-S06J06T08,14,EF
PolyORBLF-PT-S06J06T08,15,AG
PolyORBLF-PT-S06J06T08,16,AG
PolyORBNT-PT-S05J20,1,AG
PolyORBNT-PT-S05J20,2,AG
PolyORBNT-PT-S05J20,3,AG
PolyORBNT-PT-S05J20,4,AG
PolyORBNT-PT-S05J20,5,EF
PolyORBNT-PT-S05J20,6,EF
PolyORBNT-PT-S05J20,7,AG
PolyORBNT-PT-S05J20,8,EF
PolyORBNT-PT-S05J20,9,AG
PolyORBNT-PT-S05J20,10,EF
PolyORBNT-PT-S05J20,11,EF
PolyORBNT-PT-S05J20,12,AG
PolyORBNT-PT-S05J20,13,AG
PolyORBNT-PT-S05J20,14,AG
PolyORBNT-PT-S05J20,15,EF
PolyORBNT-PT-S05J20,16,AG
PolyORBNT-PT-S05J30,1,EF
PolyORBNT-PT-S05J30,2,AG
PolyORBNT-PT-S05J30,3,EF
PolyORBNT-PT-S05J30,4,EF
PolyORBNT-PT-S05J30,5,AG
PolyORBNT-PT-S05J30,6,EF
PolyORBNT-PT-S05J30,7,AG
PolyORBNT-PT-S05J30,8,EF
PolyORBNT-PT-S05J30,9,AG
PolyORBNT-PT-S05J30,10,AG
PolyORBNT-PT-S05J30,11,EF
PolyORBNT-PT-S05J30,12,EF
PolyORBNT-PT-S05J30,13,AG
PolyORBNT-PT-S05J30,14,EF
PolyORBNT-PT-S05J30,15,EF
PolyORBNT-PT-S05J30,16,EF
PolyORBNT-PT-S05J40,1,AG
PolyORBNT-PT-S05J40,2,AG
PolyORBNT-PT-S05J40,3,AG
PolyORBNT-PT-S05J40,4,EF
PolyORBNT-PT-S05J40,5,AG
PolyORBNT-PT-S05J40,6,AG
PolyORBNT-PT-S05J40,7,AG
PolyORBNT-PT-S05J40,8,EF
PolyORBNT-PT-S05J40,9,AG
PolyORBNT-PT-S05J40,10,AG
PolyORBNT-PT-S05J40,11,EF
PolyORBNT-PT-S05J40,12,AG
PolyORBNT-PT-S05J40,13,AG
PolyORBNT-PT-S05J40,14,EF
PolyORBNT-PT-S05J40,15,EF
PolyORBNT-PT-S05J40,16,EF
PolyORBNT-PT-S05J60,1,AG
PolyORBNT-PT-S05J60,2,EF
PolyORBNT-PT-S05J60,3,AG
PolyORBNT-PT-S05J60,4,EF
PolyORBNT-PT-S05J60,5,AG
PolyORBNT-PT-S05J60,6,AG
PolyORBNT-PT-S05J60,7,EF
PolyORBNT-PT-S05J60,8,EF
PolyORBNT-PT-S05J60,9,AG
PolyORBNT-PT-S05J60,10,EF
PolyORBNT-PT-S05J60,11,AG
PolyORBNT-PT-S05J60,12,EF
PolyORBNT-PT-S05J60,13,EF
PolyORBNT-PT-S05J60,14,AG
PolyORBNT-PT-S05J60,15,EF
PolyORBNT-PT-S05J60,16,AG
PolyORBNT-PT-S05J80,1,AG
PolyORBNT-PT-S05J80,2,AG
PolyORBNT-PT-S05J80,3,EF
PolyORBNT-PT-S05J80,4,EF
PolyORBNT-PT-S05J80,5,EF
PolyORBNT-PT-S05J80,6,EF
PolyORBNT-PT-S05J80,7,EF
PolyORBNT-PT-S05J80,8,EF
PolyORBNT-PT-S05J80,9,AG
PolyORBNT-PT-S05J80,10,AG
PolyORBNT-PT-S05J80,11,AG
PolyORBNT-PT-S05J80,12,AG
PolyORBNT-PT-S05J80,13,EF
PolyORBNT-PT-S05J80,14,AG
PolyORBNT-PT-S05J80,15,AG
PolyORBNT-PT-S05J80,16,EF
PolyORBNT-PT-S10J20,1,AG
PolyORBNT-PT-S10J20,2,EF
PolyORBNT-PT-S10J20,3,AG
PolyORBNT-PT-S10J20,4,EF
PolyORBNT-PT-S10J20,5,AG
PolyORBNT-PT-S10J20,6,AG
PolyORBNT-PT-S10J20,7,AG
PolyORBNT-PT-S10J20,8,EF
PolyORBNT-PT-S10J20,9,EF
PolyORBNT-PT-S10J20,10,EF
PolyORBNT-PT-S10J20,11,EF
PolyORBNT-PT-S10J20,12,EF
PolyORBNT-PT-S10J20,13,EF
PolyORBNT-PT-S10J20,14,AG
PolyORBNT-PT-S10J20,15,AG
PolyORBNT-PT-S10J20,16,AG
PolyORBNT-PT-S10J30,1,AG
PolyORBNT-PT-S10J30,2,AG
PolyORBNT-PT-S10J30,3,AG
PolyORBNT-PT-S10J30,4,EF
PolyORBNT-PT-S10J30,5,AG
PolyORBNT-PT-S10J30,6,AG
PolyORBNT-PT-S10J30,7,EF
PolyORBNT-PT-S10J30,8,EF
PolyORBNT-PT-S10J30,9,EF
PolyORBNT-PT-S10J30,10,EF
PolyORBNT-PT-S10J30,11,EF
PolyORBNT-PT-S10J30,12,EF
PolyORBNT-PT-S10J30,13,EF
PolyORBNT-PT-S10J30,14,AG
PolyORBNT-PT-S10J30,15,EF
PolyORBNT-PT-S10J30,16,EF
PolyORBNT-PT-S10J40,1,AG
PolyORBNT-PT-S10J40,2,AG
PolyORBNT-PT-S10J40,3,AG
PolyORBNT-PT-S10J40,4,AG
PolyORBNT-PT-S10J40,5,AG
PolyORBNT-PT-S10J40,6,EF
PolyORBNT-PT-S10J40,7,AG
PolyORBNT-PT-S10J40,8,EF
PolyORBNT-PT-S10J40,9,AG
PolyORBNT-PT-S10J40,10,AG
PolyORBNT-PT-S10J40,11,EF
PolyORBNT-PT-S10J40,12,EF
PolyORBNT-PT-S10J40,13,AG
PolyORBNT-PT-S10J40,14,EF
PolyORBNT-PT-S10J40,15,EF
PolyORBNT-PT-S10J40,16,AG
PolyORBNT-PT-S10J60,1,EF
PolyORBNT-PT-S10J60,2,AG
PolyORBNT-PT-S10J60,3,EF
PolyORBNT-PT-S10J60,4,EF
PolyORBNT-PT-S10J60,5,EF
PolyORBNT-PT-S10J60,6,AG
PolyORBNT-PT-S10J60,7,AG
PolyORBNT-PT-S10J60,8,EF
PolyORBNT-PT-S10J60,9,AG
PolyORBNT-PT-S10J60,10,EF
PolyORBNT-PT-S10J60,11,AG
PolyORBNT-PT-S10J60,12,EF
PolyORBNT-PT-S10J60,13,AG
PolyORBNT-PT-S10J60,14,AG
PolyORBNT-PT-S10J60,15,EF
PolyORBNT-PT-S10J60,16,AG
PolyORBNT-PT-S10J80,1,AG
PolyORBNT-PT-S10J80,2,EF
PolyORBNT-PT-S10J80,3,AG
PolyORBNT-PT-S10J80,4,EF
PolyORBNT-PT-S10J80,5,AG
PolyORBNT-PT-S10J80,6,EF
PolyORBNT-PT-S10J80,7,EF
PolyORBNT-PT-S10J80,8,AG
PolyORBNT-PT-S10J80,9,EF
PolyORBNT-PT-S10J80,10,EF
